,idx,accuracy,gmean,kappa,mem_usage,cpu_time,class_0,class_prop_0,class_1,class_prop_1,class_2,class_prop_2,class_3,class_prop_3,class_4,class_prop_4,class_5,class_prop_5,class_6,class_prop_6,class_7,class_prop_7,class_8,class_prop_8,class_9,class_prop_9,drifts_alerts,local_alerts
0,500,0.38461538461538464,0.3125852611974598,0.3608651329560307,56,0.27727842330932617,0.5,0.08269560209062182,0.5185185185185185,0.07101326649479996,0.625,0.13354970010513642,0.045454545454545456,0.07679926637402108,0.375,0.13508695157745257,0.3793103448275862,0.09825862030396565,0.4,0.11627055838555798,0.4666666666666667,0.10347828801993908,0.17647058823529413,0.09653327298407305,0.25806451612903225,0.07967762210643786,0,0
1,1000,0.386,0.3095058758945703,0.3168091649939247,56,0.5512113571166992,0.38095238095238093,0.08575451841692353,0.46808510638297873,0.08651069803939072,0.5111111111111111,0.07414321300468486,0.04878048780487805,0.07792601018215486,0.47368421052631576,0.1397305630389091,0.36,0.08694426205444557,0.47540983606557374,0.10716077972230034,0.6923076923076923,0.08991087850005205,0.125,0.10436144490073256,0.25862068965517243,0.14751402481978962,0,0
2,1500,0.404,0.37408828408609,0.33739493929826125,56,0.8396704196929932,0.40350877192982454,0.11352605107714817,0.3958333333333333,0.0746637116800189,0.5238095238095238,0.07760863336748408,0.2413793103448276,0.1313702345791566,0.46938775510204084,0.09411641414434883,0.28,0.09044871405686156,0.5686274509803921,0.10464291535619995,0.75,0.10018902415200232,0.17543859649122806,0.1105621768721533,0.2702702702702703,0.10287183819346563,0,0
3,2000,0.378,0.3201989124685624,0.30777517606104043,56,1.1375584602355957,0.5813953488372093,0.1128737234755232,0.2653061224489796,0.0822022278458211,0.425531914893617,0.11315113146625126,0.3018867924528302,0.09199096773913695,0.5348837209302325,0.07898133589979886,0.29508196721311475,0.1400842437553798,0.5471698113207547,0.08207032490162638,0.6140350877192983,0.11831767049868519,0.07142857142857142,0.09330127070117016,0.1509433962264151,0.08702710183402462,0,0
4,2500,0.402,0.33961524060436277,0.3348934049898566,56,1.48091721534729,0.6444444444444445,0.07501667401951395,0.3333333333333333,0.12062828625741702,0.4418604651162791,0.11009590725983731,0.3620689655172414,0.10183003283885027,0.36363636363636365,0.0925519169462429,0.5294117647058824,0.09470413428061988,0.6,0.08921755263080702,0.6444444444444445,0.10958439122009553,0.06382978723404255,0.10736424864283944,0.125,0.0990068558914072,0,0
5,3000,0.428,0.394741935015598,0.3655216476914749,56,1.7828459739685059,0.5535714285714286,0.09537868913164053,0.38461538461538464,0.12395232582143492,0.5094339622641509,0.10965395680557559,0.46808510638297873,0.09470708152742018,0.5476190476190477,0.05566178869274879,0.30612244897959184,0.0821254452193677,0.6428571428571429,0.06507942602858442,0.5660377358490566,0.0943084247102622,0.125,0.10329001684982597,0.23728813559322035,0.17584284521305849,0,0
6,3500,0.368,0.3284436757590414,0.2983578019947954,56,2.154345750808716,0.4166666666666667,0.11184889864798458,0.32786885245901637,0.12629287972591835,0.41509433962264153,0.08775518578360776,0.29411764705882354,0.10771595796033519,0.46153846153846156,0.06706756075951653,0.3157894736842105,0.07253866941602873,0.625,0.14175222244075045,0.5952380952380952,0.08515902987401566,0.1076923076923077,0.11903005258878933,0.15,0.0808395428030528,0,0
7,4000,0.45,0.3685096099508603,0.38632509149335004,56,2.486205577850342,0.5121951219512195,0.10704440581285511,0.42592592592592593,0.11814903001503188,0.5,0.0962039574183572,0.3958333333333333,0.09212110076295262,0.6,0.10985058211965743,0.3548387096774194,0.12694439933281543,0.7037037037037037,0.09689149428673309,0.6785714285714286,0.09152871386846485,0.04878048780487805,0.09522182109708545,0.21568627450980393,0.06604449528604679,0,0
8,4500,0.456,0.32824958282620376,0.3938070255982813,56,2.811774253845215,0.40816326530612246,0.10585286415520291,0.4074074074074074,0.1331658193259243,0.5573770491803278,0.12069940843801613,0.46153846153846156,0.10295006316166642,0.7291666666666666,0.09303699333845909,0.4418604651162791,0.057975925975497555,0.7241379310344828,0.11236862087721801,0.574468085106383,0.11099109666447372,0.02127659574468085,0.08963414561593001,0.11904761904761904,0.07332506244761176,0,0
9,5000,0.454,0.3914893061153886,0.3915241317517419,56,3.1462271213531494,0.52,0.07787376578341873,0.44,0.10175829513664565,0.4782608695652174,0.09729844562575245,0.46551724137931033,0.08565795200903513,0.5227272727272727,0.10693882208800819,0.4426229508196721,0.12840270882637253,0.7037037037037037,0.15056647330986922,0.6595744680851063,0.08435268323908617,0.08888888888888889,0.06950445038313405,0.17391304347826086,0.0976464035986779,0,0
